nome_propriedade,tipo,endereco,cidade,estado,cep,condado,lat,lon,status,avaliacao_media,total_avaliacoes,nome_proprietario,tipo_proprietario,endereco_correspondencia,cidade_correspondencia,estado_correspondencia,cep_correspondencia
Countryside Village Fort Wayne,,"2320 W Washington Center Rd, Fort Wayne, IN 46818, USA",Fort Wayne,IN,46818,Allen County,41.1349963,-85.1719415,OPERATIONAL,3.1,215,Countryside Village Fort Wayne,business,"2320 W Washington Center Rd, Fort Wayne, IN 46818, USA",Fort Wayne,IN,46818
Dupont Estates,rv_park,"10002 Wheatfield Ln, Fort Wayne, IN 46825, USA",Fort Wayne,IN,46825,Allen County,41.1774816,-85.0870978,OPERATIONAL,3.2,74,Dupont Estates,business,"10002 Wheatfield Ln, Fort Wayne, IN 46825, USA",Fort Wayne,IN,46825
Edgewood Estates,rv_park,"5330 Goshen Rd, Fort Wayne, IN 46818, USA",Fort Wayne,IN,46818,Allen County,41.1432489,-85.2101926,OPERATIONAL,3.3,184,Edgewood Estates,business,"5330 Goshen Rd, Fort Wayne, IN 46818, USA",Fort Wayne,IN,46818
Fort Wayne,rv_park,"2220 Dunkelberg Rd Lot 914, Fort Wayne, IN 46819, USA",Fort Wayne,IN,46819,Allen County,41.0025891,-85.1611475,OPERATIONAL,3.1,33,Fort Wayne,business,"2220 Dunkelberg Rd Lot 914, Fort Wayne, IN 46819, USA",Fort Wayne,IN,46819
Glenbrook Mobile Home Park,rv_park,"3939 N Clinton St, Fort Wayne, IN 46805, USA",Fort Wayne,IN,46805,Allen County,41.1133950,-85.1333850,OPERATIONAL,3.9,69,Glenbrook Mobile Home Park,business,"3939 N Clinton St, Fort Wayne, IN 46805, USA",Fort Wayne,IN,46805
Glenridge Manor Mobile Home Park,rv_park,"7227 Moeller Rd, Fort Wayne, IN 46806, USA",Fort Wayne,IN,46806,Allen County,41.0587085,-85.0461192,OPERATIONAL,3.9,113,Glenridge Manor Mobile Home Park,business,"7227 Moeller Rd, Fort Wayne, IN 46806, USA",Fort Wayne,IN,46806
Johnny Appleseed Park,,"1500 N Harry Baals Dr, Fort Wayne, IN 46805, USA",Fort Wayne,IN,46805,Allen County,41.1119989,-85.1192379,OPERATIONAL,4.5,1192,Johnny Appleseed Park,business,"1500 N Harry Baals Dr, Fort Wayne, IN 46805, USA",Fort Wayne,IN,46805
McArthur Estates,rv_park,"3637 McArthur Dr, Fort Wayne, IN 46809, USA",Fort Wayne,IN,46809,Allen County,41.0078636,-85.1814657,OPERATIONAL,3.7,27,McArthur Estates,business,"3637 McArthur Dr, Fort Wayne, IN 46809, USA",Fort Wayne,IN,46809
Oak Creek,rv_park,"9721 Springvale Dr, Fort Wayne, IN 46825, USA",Fort Wayne,IN,46825,Allen County,41.1735923,-85.0887380,OPERATIONAL,3.2,105,Oak Creek,business,"9721 Springvale Dr, Fort Wayne, IN 46825, USA",Fort Wayne,IN,46825
Ridgebrook Estates,rv_park,"2737 W Washington Center Rd, Fort Wayne, IN 46818, USA",Fort Wayne,IN,46818,Allen County,41.1295461,-85.1785389,OPERATIONAL,3.4,479,Ridgebrook Estates,business,"2737 W Washington Center Rd, Fort Wayne, IN 46818, USA",Fort Wayne,IN,46818
River Camp Fort Wayne,campground,"8607 Winchester Rd, Fort Wayne, IN 46819, USA",Fort Wayne,IN,46819,Allen County,41.0077420,-85.1377600,OPERATIONAL,4.7,7,River Camp Fort Wayne,business,"8607 Winchester Rd, Fort Wayne, IN 46819, USA",Fort Wayne,IN,46819
Southern Hills Mobile Home Park,rv_park,"5415 Southern Ct Lot 30, Fort Wayne, IN 46806, USA",Fort Wayne,IN,46806,Allen County,41.0349612,-85.1252556,OPERATIONAL,4.2,25,Southern Hills Mobile Home Park,business,"5415 Southern Ct Lot 30, Fort Wayne, IN 46806, USA",Fort Wayne,IN,46806
Southtown Mobile Home Community,rv_park,"7555 Decatur Rd, Fort Wayne, IN 46816, USA",Fort Wayne,IN,46816,Allen County,41.0160173,-85.1095834,OPERATIONAL,3.4,61,Southtown Mobile Home Community,business,"7555 Decatur Rd, Fort Wayne, IN 46816, USA",Fort Wayne,IN,46816
St. Marys Mobile Home Park,rv_park,"944 Elmer Ave, Fort Wayne, IN 46808, USA",Fort Wayne,IN,46808,Allen County,41.1013496,-85.1561090,OPERATIONAL,3.5,13,St. Marys Mobile Home Park,business,"944 Elmer Ave, Fort Wayne, IN 46808, USA",Fort Wayne,IN,46808
Stonecrest II Manufactured Home Community,rv_park,"4831 Bade Dr, Fort Wayne, IN 46816, USA",Fort Wayne,IN,46816,Allen County,41.0209573,-85.0756863,OPERATIONAL,3.4,101,Stonecrest II Manufactured Home Community,business,"4831 Bade Dr, Fort Wayne, IN 46816, USA",Fort Wayne,IN,46816
Village of North Oak,rv_park,"6000 N Oak Blvd, Fort Wayne, IN 46818, USA",Fort Wayne,IN,46818,Allen County,41.1351321,-85.1855669,OPERATIONAL,3.9,110,Village of North Oak,business,"6000 N Oak Blvd, Fort Wayne, IN 46818, USA",Fort Wayne,IN,46818
Waynedale Mobile Homes Inc,rv_park,"7515 Bluffton Rd, Fort Wayne, IN 46809, USA",Fort Wayne,IN,46809,Allen County,41.0123557,-85.1688172,OPERATIONAL,3.2,53,Waynedale Mobile Homes Inc,business,"7515 Bluffton Rd, Fort Wayne, IN 46809, USA",Fort Wayne,IN,46809
Wells Street Mobile Home Park,rv_park,"3126 N Wells St Lot 1, Fort Wayne, IN 46808, USA",Fort Wayne,IN,46808,Allen County,41.1046170,-85.1461540,OPERATIONAL,2.6,128,Wells Street Mobile Home Park,business,"3126 N Wells St Lot 1, Fort Wayne, IN 46808, USA",Fort Wayne,IN,46808
Indiana District UPCI Campground,campground,"1900 E Broadway St, Fortville, IN 46040, USA",Fortville,IN,46040,Madison County,39.9500487,-85.8143628,OPERATIONAL,4.9,168,Indiana District UPCI Campground,business,"1900 E Broadway St, Fortville, IN 46040, USA",Fortville,IN,46040
Acorn Oaks RV Park,campground,"16614 IN-114, Francesville, IN 47946, USA",Francesville,IN,47946,Pulaski County,40.9355710,-86.9239310,OPERATIONAL,4.7,172,Acorn Oaks RV Park,business,"16614 IN-114, Francesville, IN 47946, USA",Francesville,IN,47946
Camp Cullom,campground,"6815 W Co Rd 200 N, Frankfort, IN 46041, USA",Frankfort,IN,46041,Clinton County,40.3137649,-86.6334471,OPERATIONAL,4.7,200,Camp Cullom,business,"6815 W Co Rd 200 N, Frankfort, IN 46041, USA",Frankfort,IN,46041
The Stewart Manor Mobile Home Park,rv_park,"1558 Rossville Ave, Frankfort, IN 46041, USA",Frankfort,IN,46041,Clinton County,40.2944730,-86.5238950,OPERATIONAL,3.6,54,The Stewart Manor Mobile Home Park,business,"1558 Rossville Ave, Frankfort, IN 46041, USA",Frankfort,IN,46041
Countryview Estates Mobile Home Community,rv_park,"1199 Hospital Rd #52, Franklin, IN 46131, USA",Franklin,IN,46131,Johnson County,39.4761797,-86.0805272,OPERATIONAL,3.0,252,Countryview Estates Mobile Home Community,business,"1199 Hospital Rd #52, Franklin, IN 46131, USA",Franklin,IN,46131
Pennington Mobile Home Park,rv_park,"3090 N Morton St Lot #67, Franklin, IN 46131, USA",Franklin,IN,46131,Johnson County,39.5184435,-86.0792468,OPERATIONAL,4.2,109,Pennington Mobile Home Park,business,"3090 N Morton St Lot #67, Franklin, IN 46131, USA",Franklin,IN,46131
Camp Kikthawenund,campground,"7651 W 500 N, Frankton, IN 46044, USA",Frankton,IN,46044,Madison County,40.1781733,-85.8166825,OPERATIONAL,4.3,29,Camp Kikthawenund,business,"7651 W 500 N, Frankton, IN 46044, USA",Frankton,IN,46044
Maple Hills Mobile Home Park,rv_park,"210 S Woodworth Ave # 128, Frankton, IN 46044, USA",Frankton,IN,46044,Madison County,40.2241600,-85.7636450,OPERATIONAL,3.1,40,Maple Hills Mobile Home Park,business,"210 S Woodworth Ave # 128, Frankton, IN 46044, USA",Frankton,IN,46044
"Old Mill Canoe Rental - Blue River Canoe, Kayak, Camp",campground,"5 US-150, Fredericksburg, IN 47120, USA",Fredericksburg,IN,47120,Washington County,38.4338791,-86.1921723,OPERATIONAL,4.9,282,"Old Mill Canoe Rental - Blue River Canoe, Kayak, Camp",business,"5 US-150, Fredericksburg, IN 47120, USA",Fredericksburg,IN,47120
Jellystone Park™ Barton Lake,rv_park,"140 Ln 201 Barton Lake, Fremont, IN 46737, USA",Fremont,IN,46737,Steuben County,41.7514059,-85.0501750,OPERATIONAL,4.4,2264,Jellystone Park™ Barton Lake,business,"140 Ln 201 Barton Lake, Fremont, IN 46737, USA",Fremont,IN,46737
Pokagon State Park Campground Gate,campground,"Unnamed Road, Fremont, IN 46737, USA",Fremont,IN,46737,Steuben County,41.7109645,-85.0314650,OPERATIONAL,4.6,136,Pokagon State Park Campground Gate,business,"Unnamed Road, Fremont, IN 46737, USA",Fremont,IN,46737
Painter Creek Camp Resort,rv_park,"7380 W County Rd 700 S, French Lick, IN 47432, USA",French Lick,IN,47432,Orange County,38.4542504,-86.5966496,OPERATIONAL,4.4,64,Painter Creek Camp Resort,business,"7380 W County Rd 700 S, French Lick, IN 47432, USA",French Lick,IN,47432
Patoka Pines RV Campground and Boat Storage,campground,"7570 S Old State Rd 145, French Lick, IN 47432, USA",French Lick,IN,47432,Orange County,38.4457967,-86.6039067,OPERATIONAL,4.8,35,Patoka Pines RV Campground and Boat Storage,business,"7570 S Old State Rd 145, French Lick, IN 47432, USA",French Lick,IN,47432
Sleeping Bear Retreat,campground,"2773 S County Rd 1000 W, French Lick, IN 47432, USA",French Lick,IN,47432,Orange County,38.5124619,-86.6450822,OPERATIONAL,4.3,46,Sleeping Bear Retreat,business,"2773 S County Rd 1000 W, French Lick, IN 47432, USA",French Lick,IN,47432
Woodland Hills Campground,campground,"8128 W County Rd 750 S, French Lick, IN 47432, USA",French Lick,IN,47432,Orange County,38.4469962,-86.6093813,OPERATIONAL,4.1,13,Woodland Hills Campground,business,"8128 W County Rd 750 S, French Lick, IN 47432, USA",French Lick,IN,47432
Hudsons Old Mill Campground and Flea Market,campground,"7249 1st St, Friendship, IN 47021, USA",Friendship,IN,47021,Ripley County,38.9693914,-85.1486251,OPERATIONAL,4.6,110,Hudsons Old Mill Campground and Flea Market,business,"7249 1st St, Friendship, IN 47021, USA",Friendship,IN,47021
Deer Creek Village,rv_park,"401 S Deer Creek St, Galveston, IN 46932, USA",Galveston,IN,46932,Cass County,40.5740651,-86.1834759,OPERATIONAL,4.5,80,Deer Creek Village,business,"401 S Deer Creek St, Galveston, IN 46932, USA",Galveston,IN,46932
Indian Springs Campground & Splash Springs Aqua Park,rv_park,"981 Co Rd 64, Garrett, IN 46738, USA",Garrett,IN,46738,DeKalb County,41.2960438,-85.1475560,OPERATIONAL,3.4,314,Indian Springs Campground & Splash Springs Aqua Park,business,"981 Co Rd 64, Garrett, IN 46738, USA",Garrett,IN,46738
North Pointe Crossing,rv_park,"1 E Edgewater Dr N, Garrett, IN 46738, USA",Garrett,IN,46738,DeKalb County,41.3644690,-85.1335090,OPERATIONAL,3.2,85,North Pointe Crossing,business,"1 E Edgewater Dr N, Garrett, IN 46738, USA",Garrett,IN,46738
Jordan Mobile Home Park,rv_park,"3650 W Ridge Rd, Gary, IN 46408, USA",Gary,IN,46408,Lake County,41.5505550,-87.3820498,OPERATIONAL,3.8,64,Jordan Mobile Home Park,business,"3650 W Ridge Rd, Gary, IN 46408, USA",Gary,IN,46408
Miller's Junction Manufactured Home Community,rv_park,"6632 Melton Rd, Gary, IN 46403, USA",Gary,IN,46403,Lake County,41.5963612,-87.2583085,OPERATIONAL,3.9,55,Miller's Junction Manufactured Home Community,business,"6632 Melton Rd, Gary, IN 46403, USA",Gary,IN,46403
Marbrook Campground,campground,"6690 E 600 S, Gas City, IN 46933, USA",Gas City,IN,46933,Grant County,40.4575000,-85.5500000,OPERATIONAL,4.0,209,Marbrook Campground,business,"6690 E 600 S, Gas City, IN 46933, USA",Gas City,IN,46933
Amishville USA,campground,"844 E 900 S, Geneva, IN 46740, USA",Geneva,IN,46740,Adams County,40.6129413,-84.9192991,OPERATIONAL,4.3,246,Amishville USA,business,"844 E 900 S, Geneva, IN 46740, USA",Geneva,IN,46740
Brookside Manor,rv_park,"61108 Old County Rd 17, Goshen, IN 46526, USA",Goshen,IN,46526,Elkhart County,41.6035166,-85.8839742,OPERATIONAL,3.2,228,Brookside Manor,business,"61108 Old County Rd 17, Goshen, IN 46526, USA",Goshen,IN,46526
Creekside Estates,rv_park,"909 N Indiana Ave, Goshen, IN 46528, USA",Goshen,IN,46528,Elkhart County,41.5976785,-85.8496374,OPERATIONAL,4.1,23,Creekside Estates,business,"909 N Indiana Ave, Goshen, IN 46528, USA",Goshen,IN,46528
Elkhart County 4-H Fairgrounds,rv_park,"17746-D County Rd 34, Goshen, IN 46528, USA",Goshen,IN,46528,Elkhart County,41.5796014,-85.8065766,OPERATIONAL,4.5,2624,Elkhart County 4-H Fairgrounds,business,"17746-D County Rd 34, Goshen, IN 46528, USA",Goshen,IN,46528
Roxbury Park,rv_park,"403 Post Rd, Goshen, IN 46526, USA",Goshen,IN,46526,Elkhart County,41.5906431,-85.8814060,OPERATIONAL,3.4,194,Roxbury Park,business,"403 Post Rd, Goshen, IN 46526, USA",Goshen,IN,46526
The Willows,rv_park,"400 The Willows, Goshen, IN 46526, USA",Goshen,IN,46526,Elkhart County,41.6199348,-85.9038727,OPERATIONAL,4.2,73,The Willows,business,"400 The Willows, Goshen, IN 46526, USA",Goshen,IN,46526
Elkhart RV Resort by Rjourney,rv_park,"50707 Princess Way, Granger, IN 46530, USA",Granger,IN,46530,St. Joseph County,41.7575514,-86.1168401,OPERATIONAL,4.3,688,Elkhart RV Resort by Rjourney,business,"50707 Princess Way, Granger, IN 46530, USA",Granger,IN,46530
Shady Circle Campground,,"7658 880 W, Greencastle, IN 46135, USA",Greencastle,IN,46135,Parke County,39.7758227,-87.0125763,OPERATIONAL,4.6,32,Shady Circle Campground,business,"7658 880 W, Greencastle, IN 46135, USA",Greencastle,IN,46135
Heartland Resort,campground,"1613 W 300 N, Greenfield, IN 46140, USA",Greenfield,IN,46140,Hancock County,39.8257618,-85.8323918,OPERATIONAL,4.1,513,Heartland Resort,business,"1613 W 300 N, Greenfield, IN 46140, USA",Greenfield,IN,46140
Indianapolis KOA Holiday,rv_park,"5896 W 200 N, Greenfield, IN 46140, USA",Greenfield,IN,46140,Hancock County,39.8126990,-85.9130131,OPERATIONAL,4.3,1115,Indianapolis KOA Holiday,business,"5896 W 200 N, Greenfield, IN 46140, USA",Greenfield,IN,46140
Maple's Mobile Home Park,rv_park,"547 Pratt St, Greenfield, IN 46140, USA",Greenfield,IN,46140,Hancock County,39.7915840,-85.7612750,OPERATIONAL,3.4,79,Maple's Mobile Home Park,business,"547 Pratt St, Greenfield, IN 46140, USA",Greenfield,IN,46140
Mohawk Camp Ground,campground,"756 W 375 N, Greenfield, IN 46140, USA",Greenfield,IN,46140,Hancock County,39.8438738,-85.8176915,OPERATIONAL,4.3,86,Mohawk Camp Ground,business,"756 W 375 N, Greenfield, IN 46140, USA",Greenfield,IN,46140
S&H Campground,rv_park,"2573 W 100 N, Greenfield, IN 46140, USA",Greenfield,IN,46140,Hancock County,39.7978380,-85.8507657,OPERATIONAL,3.6,824,S&H Campground,business,"2573 W 100 N, Greenfield, IN 46140, USA",Greenfield,IN,46140
Greentown Estates Manufactured Home Community,rv_park,"500 W Payton St, Greentown, IN 46936, USA",Greentown,IN,46936,Howard County,40.4839156,-85.9719839,OPERATIONAL,3.4,62,Greentown Estates Manufactured Home Community,business,"500 W Payton St, Greentown, IN 46936, USA",Greentown,IN,46936
Glendale,rv_park,"4175 W County Line Rd, Greenwood, IN 46142, USA",Greenwood,IN,46142,Johnson County,39.6338630,-86.1816250,OPERATIONAL,3.2,51,Glendale,business,"4175 W County Line Rd, Greenwood, IN 46142, USA",Greenwood,IN,46142
Greenwood Estates Manufactured Home Community,rv_park,"1598 US 31 S, Greenwood, IN 46143, USA",Greenwood,IN,46143,Johnson County,39.5942508,-86.1039422,OPERATIONAL,2.7,241,Greenwood Estates Manufactured Home Community,business,"1598 US 31 S, Greenwood, IN 46143, USA",Greenwood,IN,46143
"Oak Meadows MHC, LLC",rv_park,"2638 Old State Rd 37 N, Greenwood, IN 46143, USA",Greenwood,IN,46143,Johnson County,39.5764584,-86.2422524,OPERATIONAL,3.7,92,"Oak Meadows MHC, LLC",business,"2638 Old State Rd 37 N, Greenwood, IN 46143, USA",Greenwood,IN,46143
Pebble Creek,rv_park,"225 Pebble Creek Dr, Greenwood, IN 46143, USA",Greenwood,IN,46143,Johnson County,39.5909674,-86.1106747,OPERATIONAL,3.4,218,Pebble Creek,business,"225 Pebble Creek Dr, Greenwood, IN 46143, USA",Greenwood,IN,46143
Winterbrook,rv_park,"4377 County Line Rd, Greenwood, IN 46142, USA",Greenwood,IN,46142,Johnson County,39.6342131,-86.1830425,OPERATIONAL,3.0,221,Winterbrook,business,"4377 County Line Rd, Greenwood, IN 46142, USA",Greenwood,IN,46142
Bremerton Mobile Home Park & Sales,,"1336 E Elm St, Griffith, IN 46319, USA",Griffith,IN,46319,Lake County,41.5304551,-87.4100316,OPERATIONAL,4.2,6,Bremerton Mobile Home Park & Sales,business,"1336 E Elm St, Griffith, IN 46319, USA",Griffith,IN,46319
Tall Oaks RV Campground,campground,"9415 E 500 N, Grovertown, IN 46531, USA",Grovertown,IN,46531,Starke County,41.3741259,-86.5162010,OPERATIONAL,4.2,115,Tall Oaks RV Campground,business,"9415 E 500 N, Grovertown, IN 46531, USA",Grovertown,IN,46531
Last Resort Campground,rv_park,"4707 W 1300 S, Hanna, IN 46340, USA",Hanna,IN,46340,LaPorte County,41.4217900,-86.7866650,OPERATIONAL,4.3,228,Last Resort Campground,business,"4707 W 1300 S, Hanna, IN 46340, USA",Hanna,IN,46340
German Ridge Campground,campground,"XC27+M3, Hardingrove, IN 47525, USA",Hardingrove,IN,47525,Perry County,37.9516875,-86.5873125,OPERATIONAL,4.8,5,German Ridge Campground,business,"XC27+M3, Hardingrove, IN 47525, USA",Hardingrove,IN,47525
Autumn Ridge Mobile Home Community,rv_park,"606 W Park Ave, Hartford City, IN 47348, USA",Hartford City,IN,47348,Blackford County,40.4644126,-85.3726272,OPERATIONAL,3.4,26,Autumn Ridge Mobile Home Community,business,"606 W Park Ave, Hartford City, IN 47348, USA",Hartford City,IN,47348
Sherwood & Nottingham Mobile Home Park,rv_park,"1714 S Walnut St, Hartford City, IN 47348, USA",Hartford City,IN,47348,Blackford County,40.4361381,-85.3716354,OPERATIONAL,3.7,36,Sherwood & Nottingham Mobile Home Park,business,"1714 S Walnut St, Hartford City, IN 47348, USA",Hartford City,IN,47348
Wildwood Outdoor Escape,campground,"520 W 300 N, Hartford City, IN 47348, USA",Hartford City,IN,47348,Blackford County,40.4935609,-85.3804570,OPERATIONAL,4.3,154,Wildwood Outdoor Escape,business,"520 W 300 N, Hartford City, IN 47348, USA",Hartford City,IN,47348
Weather Rock Campground,campground,"12848 S Weather Rock Dr, Haubstadt, IN 47639, USA",Haubstadt,IN,47639,Gibson County,38.1684978,-87.5186696,OPERATIONAL,3.5,98,Weather Rock Campground,business,"12848 S Weather Rock Dr, Haubstadt, IN 47639, USA",Haubstadt,IN,47639
Apple Valley,,"1850 E 181st Ave, Hebron, IN 46341, USA",Hebron,IN,46341,Lake County,41.2899370,-87.3081679,OPERATIONAL,3.3,26,Apple Valley,business,"1850 E 181st Ave, Hebron, IN 46341, USA",Hebron,IN,46341
Gas-Lite Mobile Home Park,rv_park,"13 gaslight, Hebron, IN 46341, USA",Hebron,IN,46341,Porter County,41.3186482,-87.2003091,OPERATIONAL,4.2,41,Gas-Lite Mobile Home Park,business,"13 gaslight, Hebron, IN 46341, USA",Hebron,IN,46341
Blackwell Horse Camp,campground,"Cope Hollow Trail, Heltonville, IN 47436, USA",Heltonville,IN,47436,Monroe County,39.0183642,-86.3881853,OPERATIONAL,4.7,173,Blackwell Horse Camp,business,"Cope Hollow Trail, Heltonville, IN 47436, USA",Heltonville,IN,47436
Hardin Ridge Recreation Area,campground,"6464 Hardin Ridge Rd, Heltonville, IN 47436, USA",Heltonville,IN,47436,Monroe County,39.0178790,-86.4497250,OPERATIONAL,4.7,727,Hardin Ridge Recreation Area,business,"6464 Hardin Ridge Rd, Heltonville, IN 47436, USA",Heltonville,IN,47436
Charlarose Lake & Campground,campground,"3204 E 300 S, Hillsboro, IN 47949, USA",Hillsboro,IN,47949,Fountain County,40.0849406,-87.1077792,OPERATIONAL,4.8,169,Charlarose Lake & Campground,business,"3204 E 300 S, Hillsboro, IN 47949, USA",Hillsboro,IN,47949
"Sugar Mill Lake & Campgrounds, Inc.",campground,"3101 S Sugar Mill Lake Rd, Hillsboro, IN 47949, USA",Hillsboro,IN,47949,Fountain County,40.0148085,-87.1194204,OPERATIONAL,4.1,94,"Sugar Mill Lake & Campgrounds, Inc.",business,"3101 S Sugar Mill Lake Rd, Hillsboro, IN 47949, USA",Hillsboro,IN,47949
Ravinia Pines,rv_park,"534 E 37th Ave, Hobart, IN 46342, USA",Hobart,IN,46342,Lake County,41.5554383,-87.2654443,OPERATIONAL,3.0,217,Ravinia Pines,business,"534 E 37th Ave, Hobart, IN 46342, USA",Hobart,IN,46342
Riverwood Estates,rv_park,"615 W 37th Ave, Hobart, IN 46342, USA",Hobart,IN,46342,Lake County,41.5501181,-87.2674973,OPERATIONAL,3.4,5,Riverwood Estates,business,"615 W 37th Ave, Hobart, IN 46342, USA",Hobart,IN,46342
Twin Mills Campground,rv_park,"1675 IN-120, Howe, IN 46746, USA",Howe,IN,46746,LaGrange County,41.7194294,-85.4583337,OPERATIONAL,4.0,621,Twin Mills Campground,business,"1675 IN-120, Howe, IN 46746, USA",Howe,IN,46746
Hudson Mobile Home Community,rv_park,"202 E Railroad St, Hudson, IN 46747, USA",Hudson,IN,46747,Steuben County,41.5294808,-85.0773106,OPERATIONAL,3.1,36,Hudson Mobile Home Community,business,"202 E Railroad St, Hudson, IN 46747, USA",Hudson,IN,46747
Dubois County Park,campground,"4157 IN-162, Huntingburg, IN 47542, USA",Huntingburg,IN,47542,Dubois County,38.3198200,-86.8764210,OPERATIONAL,4.5,78,Dubois County Park,business,"4157 IN-162, Huntingburg, IN 47542, USA",Huntingburg,IN,47542
Camp Timber Lake,rv_park,"1740 E 675 N, Huntington, IN 46750, USA",Huntington,IN,46750,Huntington County,40.9297030,-85.4182111,OPERATIONAL,4.4,388,Camp Timber Lake,business,"1740 E 675 N, Huntington, IN 46750, USA",Huntington,IN,46750
Dry Dock Campground & Storage,campground,"5762 S 700 W, Huntington, IN 46750, USA",Huntington,IN,46750,Huntington County,40.7447690,-85.5824660,OPERATIONAL,4.6,36,Dry Dock Campground & Storage,business,"5762 S 700 W, Huntington, IN 46750, USA",Huntington,IN,46750
J. E. Roush Fish and Wildlife Area,campground,"517 N Warren Rd, Huntington, IN 46750, USA",Huntington,IN,46750,,40.8370776,-85.4643336,OPERATIONAL,4.4,602,J. E. Roush Fish and Wildlife Area,business,"517 N Warren Rd, Huntington, IN 46750, USA",Huntington,IN,46750
Avon Lakes Estates,,"2135 Redland Rd, Indianapolis, IN 46234, USA",Indianapolis,IN,46234,Hendricks County,39.7947769,-86.3423440,OPERATIONAL,3.7,396,Avon Lakes Estates,business,"2135 Redland Rd, Indianapolis, IN 46234, USA",Indianapolis,IN,46234
Briarwood & Briarcreek Mobile,rv_park,"9625 E 52nd St., Indianapolis, IN 46235, USA",Indianapolis,IN,46235,Marion County,39.8445283,-85.9993047,OPERATIONAL,4.0,78,Briarwood & Briarcreek Mobile,business,"9625 E 52nd St., Indianapolis, IN 46235, USA",Indianapolis,IN,46235
Brookville Mobile Home Park,rv_park,"6200 S Brookville Rd, Indianapolis, IN 46219, USA",Indianapolis,IN,46219,Marion County,39.7579640,-86.0613222,OPERATIONAL,3.4,186,Brookville Mobile Home Park,business,"6200 S Brookville Rd, Indianapolis, IN 46219, USA",Indianapolis,IN,46219
Bullfrog Mobile Home Park,rv_park,"1326 S Lynhurst Dr, Indianapolis, IN 46241, USA",Indianapolis,IN,46241,Marion County,39.7477414,-86.2521923,OPERATIONAL,2.5,213,Bullfrog Mobile Home Park,business,"1326 S Lynhurst Dr, Indianapolis, IN 46241, USA",Indianapolis,IN,46241
Camp Belzer,campground,"6102 Boy Scout Rd, Indianapolis, IN 46226, USA",Indianapolis,IN,46226,Marion County,39.8652610,-86.0390090,OPERATIONAL,4.7,330,Camp Belzer,business,"6102 Boy Scout Rd, Indianapolis, IN 46226, USA",Indianapolis,IN,46226
Clermont Mobile Home Park,rv_park,"10900-10998 Horse Shoe Dr, Indianapolis, IN 46234, USA",Indianapolis,IN,46234,Hendricks County,39.8151360,-86.3278585,OPERATIONAL,3.2,28,Clermont Mobile Home Park,business,"10900-10998 Horse Shoe Dr, Indianapolis, IN 46234, USA",Indianapolis,IN,46234
Deerfield Acres,rv_park,"4004 Highland Cir, Indianapolis, IN 46221, USA",Indianapolis,IN,46221,Marion County,39.7050980,-86.2341030,OPERATIONAL,3.2,141,Deerfield Acres,business,"4004 Highland Cir, Indianapolis, IN 46221, USA",Indianapolis,IN,46221
Garden city trailer park,rv_park,"4911 Rockville Rd Lot 2, Indianapolis, IN 46224, USA",Indianapolis,IN,46224,Marion County,39.7635182,-86.2440109,OPERATIONAL,2.9,13,Garden city trailer park,business,"4911 Rockville Rd Lot 2, Indianapolis, IN 46224, USA",Indianapolis,IN,46224
Gonzalez Mobile Home Park,rv_park,"5353 W Vermont St #12, Indianapolis, IN 46224, USA",Indianapolis,IN,46224,Marion County,39.7717708,-86.2529929,OPERATIONAL,3.8,41,Gonzalez Mobile Home Park,business,"5353 W Vermont St #12, Indianapolis, IN 46224, USA",Indianapolis,IN,46224
Greenbriar Mobile Park,rv_park,"9901 Pendleton Pike, Indianapolis, IN 46236, USA",Indianapolis,IN,46236,Marion County,39.8497213,-85.9934804,OPERATIONAL,4.0,93,Greenbriar Mobile Park,business,"9901 Pendleton Pike, Indianapolis, IN 46236, USA",Indianapolis,IN,46236
Harrison Grove Estates,rv_park,"4923 Rockville Rd, Indianapolis, IN 46224, USA",Indianapolis,IN,46224,Marion County,39.7633280,-86.2445860,OPERATIONAL,2.8,147,Harrison Grove Estates,business,"4923 Rockville Rd, Indianapolis, IN 46224, USA",Indianapolis,IN,46224
Indy Lakes,campground,"4001 W Southport Rd, Indianapolis, IN 46217, USA",Indianapolis,IN,46217,Marion County,39.6627815,-86.2281622,OPERATIONAL,3.9,405,Indy Lakes,business,"4001 W Southport Rd, Indianapolis, IN 46217, USA",Indianapolis,IN,46217
Lake Haven Retreat,rv_park,"1739 W Edgewood Ave, Indianapolis, IN 46217, USA",Indianapolis,IN,46217,Marion County,39.6779704,-86.1925683,OPERATIONAL,4.3,466,Lake Haven Retreat,business,"1739 W Edgewood Ave, Indianapolis, IN 46217, USA",Indianapolis,IN,46217
Lake Of The Pines Mobile Home Park,rv_park,"1931 Lake of the Pines Dr, Indianapolis, IN 46234, USA",Indianapolis,IN,46234,Marion County,39.7915964,-86.3141231,OPERATIONAL,3.9,84,Lake Of The Pines Mobile Home Park,business,"1931 Lake of the Pines Dr, Indianapolis, IN 46234, USA",Indianapolis,IN,46234
Lantern Estates,rv_park,"2909 S Lynhurst Dr, Indianapolis, IN 46241, USA",Indianapolis,IN,46241,Marion County,39.7217306,-86.2498420,OPERATIONAL,3.4,155,Lantern Estates,business,"2909 S Lynhurst Dr, Indianapolis, IN 46241, USA",Indianapolis,IN,46241
