nome_propriedade,tipo,endereco,cidade,estado,cep,condado,lat,lon,status,avaliacao_media,total_avaliacoes,telefone,website
Elkhart County 4-H Fairgrounds,rv_park,"17746-D County Rd 34, Goshen, IN 46528, USA",Goshen,IN,46528,Elkhart County,41.5796014,-85.8065766,OPERATIONAL,4.5,2624,(574) 533-3247,http://www.4hfair.org/
Roxbury Park,rv_park,"403 Post Rd, Goshen, IN 46526, USA",Goshen,IN,46526,Elkhart County,41.5906431,-85.8814060,OPERATIONAL,3.4,194,(574) 533-9916,https://www.suncommunities.com/indiana/roxbury-park?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing
The Willows,rv_park,"400 The Willows, Goshen, IN 46526, USA",Goshen,IN,46526,Elkhart County,41.6199348,-85.9038727,OPERATIONAL,4.2,73,(574) 875-9117,https://www.suncommunities.com/indiana/the-willows?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing
Elkhart RV Resort by Rjourney,rv_park,"50707 Princess Way, Granger, IN 46530, USA",Granger,IN,46530,St. Joseph County,41.7575514,-86.1168401,OPERATIONAL,4.3,688,(574) 800-2069,https://rjourney.com/park/in/elkhart/?utm_source=gmb&utm_medium=organic&utm_campaign=elkhart
Shady Circle Campground,,"7658 880 W, Greencastle, IN 46135, USA",Greencastle,IN,46135,Parke County,39.7758227,-87.0125763,OPERATIONAL,4.6,32,,https://youtu.be/spqR4kCqC0g
Heartland Resort,campground,"1613 W 300 N, Greenfield, IN 46140, USA",Greenfield,IN,46140,Hancock County,39.8257618,-85.8323918,OPERATIONAL,4.1,513,(317) 326-3181,http://www.heartlandresort.com/
Indianapolis KOA Holiday,rv_park,"5896 W 200 N, Greenfield, IN 46140, USA",Greenfield,IN,46140,Hancock County,39.8126990,-85.9130131,OPERATIONAL,4.3,1115,(317) 894-1397,https://koa.com/campgrounds/indianapolis/?utm_source=google&utm_medium=organic&utm_campaign=gbp
Maple's Mobile Home Park,rv_park,"547 Pratt St, Greenfield, IN 46140, USA",Greenfield,IN,46140,Hancock County,39.7915840,-85.7612750,OPERATIONAL,3.4,79,(317) 608-9130,
Mohawk Camp Ground,campground,"756 W 375 N, Greenfield, IN 46140, USA",Greenfield,IN,46140,Hancock County,39.8438738,-85.8176915,OPERATIONAL,4.3,86,(317) 441-4540,
S&H Campground,rv_park,"2573 W 100 N, Greenfield, IN 46140, USA",Greenfield,IN,46140,Hancock County,39.7978380,-85.8507657,OPERATIONAL,3.6,824,(317) 326-3208,https://www.sandhcampground.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb
Greentown Estates Manufactured Home Community,rv_park,"500 W Payton St, Greentown, IN 46936, USA",Greentown,IN,46936,Howard County,40.4839156,-85.9719839,OPERATIONAL,3.4,62,(765) 628-3512,https://www.bayshorehomesales.com/communities/greentownestatesin?utm_campaign=WebsiteURL&utm_medium=organic&utm_source=GMB
Glendale,rv_park,"4175 W County Line Rd, Greenwood, IN 46142, USA",Greenwood,IN,46142,Johnson County,39.6338630,-86.1816250,OPERATIONAL,3.2,51,(317) 888-1841,
Greenwood Estates Manufactured Home Community,rv_park,"1598 US 31 S, Greenwood, IN 46143, USA",Greenwood,IN,46143,Johnson County,39.5942508,-86.1039422,OPERATIONAL,2.7,241,(317) 881-4113,https://www.bayshorehomesales.com/communities/GreenwoodEstates?utm_source=GMB&utm_medium=organic&utm_campaign=WebsiteURL
"Oak Meadows MHC, LLC",rv_park,"2638 Old State Rd 37 N, Greenwood, IN 46143, USA",Greenwood,IN,46143,Johnson County,39.5764584,-86.2422524,OPERATIONAL,3.7,92,(765) 346-0477,https://horizonlandmgmt.com/
Pebble Creek,rv_park,"225 Pebble Creek Dr, Greenwood, IN 46143, USA",Greenwood,IN,46143,Johnson County,39.5909674,-86.1106747,OPERATIONAL,3.4,218,(317) 885-3910,https://www.suncommunities.com/indiana/pebble-creek?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing
Winterbrook,rv_park,"4377 County Line Rd, Greenwood, IN 46142, USA",Greenwood,IN,46142,Johnson County,39.6342131,-86.1830425,OPERATIONAL,3.0,221,(317) 888-1841,https://www.winterbrookmhc.com/
Bremerton Mobile Home Park & Sales,,"1336 E Elm St, Griffith, IN 46319, USA",Griffith,IN,46319,Lake County,41.5304551,-87.4100316,OPERATIONAL,4.2,6,(219) 455-1453,
Tall Oaks RV Campground,campground,"9415 E 500 N, Grovertown, IN 46531, USA",Grovertown,IN,46531,Starke County,41.3741259,-86.5162010,OPERATIONAL,4.2,115,(574) 867-5267,http://www.e-zkamp.com/
Last Resort Campground,rv_park,"4707 W 1300 S, Hanna, IN 46340, USA",Hanna,IN,46340,LaPorte County,41.4217900,-86.7866650,OPERATIONAL,4.3,228,(219) 797-2267,https://camplastresort.com/
German Ridge Campground,campground,"XC27+M3, Hardingrove, IN 47525, USA",Hardingrove,IN,47525,Perry County,37.9516875,-86.5873125,OPERATIONAL,4.8,5,,
Autumn Ridge Mobile Home Community,rv_park,"606 W Park Ave, Hartford City, IN 47348, USA",Hartford City,IN,47348,Blackford County,40.4644126,-85.3726272,OPERATIONAL,3.4,26,,
Sherwood & Nottingham Mobile Home Park,rv_park,"1714 S Walnut St, Hartford City, IN 47348, USA",Hartford City,IN,47348,Blackford County,40.4361381,-85.3716354,OPERATIONAL,3.7,36,(765) 348-5013,
Wildwood Outdoor Escape,campground,"520 W 300 N, Hartford City, IN 47348, USA",Hartford City,IN,47348,Blackford County,40.4935609,-85.3804570,OPERATIONAL,4.3,154,(765) 348-2100,http://www.wildwoodoutdoorescape.com/
Weather Rock Campground,campground,"12848 S Weather Rock Dr, Haubstadt, IN 47639, USA",Haubstadt,IN,47639,Gibson County,38.1684978,-87.5186696,OPERATIONAL,3.5,98,(812) 867-3401,
Apple Valley,,"1850 E 181st Ave, Hebron, IN 46341, USA",Hebron,IN,46341,Lake County,41.2899370,-87.3081679,OPERATIONAL,3.3,26,(219) 696-6468,https://yescommunities.com/community/Apple-Valley
Gas-Lite Mobile Home Park,rv_park,"13 gaslight, Hebron, IN 46341, USA",Hebron,IN,46341,Porter County,41.3186482,-87.2003091,OPERATIONAL,4.2,41,(219) 996-5571,
Blackwell Horse Camp,campground,"Cope Hollow Trail, Heltonville, IN 47436, USA",Heltonville,IN,47436,Monroe County,39.0183642,-86.3881853,OPERATIONAL,4.7,173,,https://www.fs.usda.gov/recarea/hoosier/recarea/?recid=41516
Hardin Ridge Recreation Area,campground,"6464 Hardin Ridge Rd, Heltonville, IN 47436, USA",Heltonville,IN,47436,Monroe County,39.0178790,-86.4497250,OPERATIONAL,4.7,727,(812) 837-9453,https://www.fs.usda.gov/recarea/hoosier/recreation/recarea/?recid=41468
Charlarose Lake & Campground,campground,"3204 E 300 S, Hillsboro, IN 47949, USA",Hillsboro,IN,47949,Fountain County,40.0849406,-87.1077792,OPERATIONAL,4.8,169,(765) 234-7286,http://charlarose.com/
"Sugar Mill Lake & Campgrounds, Inc.",campground,"3101 S Sugar Mill Lake Rd, Hillsboro, IN 47949, USA",Hillsboro,IN,47949,Fountain County,40.0148085,-87.1194204,OPERATIONAL,4.1,94,(765) 769-1133,http://www.smcampground.com/
Ravinia Pines,rv_park,"534 E 37th Ave, Hobart, IN 46342, USA",Hobart,IN,46342,Lake County,41.5554383,-87.2654443,OPERATIONAL,3.0,217,(219) 962-1183,https://www.raviniapines.com/
Riverwood Estates,rv_park,"615 W 37th Ave, Hobart, IN 46342, USA",Hobart,IN,46342,Lake County,41.5501181,-87.2674973,OPERATIONAL,3.4,5,(812) 269-2950,http://www.riverwoodestatesmhp.com/
Twin Mills Campground,rv_park,"1675 IN-120, Howe, IN 46746, USA",Howe,IN,46746,LaGrange County,41.7194294,-85.4583337,OPERATIONAL,4.0,621,(260) 562-3212,https://thousandtrails.com/indiana/twin-mills-camping-resort/?utm_source=yext&utm_medium=directory&utm_campaign=Yext%20Directory%20Listing
Hudson Mobile Home Community,rv_park,"202 E Railroad St, Hudson, IN 46747, USA",Hudson,IN,46747,Steuben County,41.5294808,-85.0773106,OPERATIONAL,3.1,36,(260) 200-3783,
Dubois County Park,campground,"4157 IN-162, Huntingburg, IN 47542, USA",Huntingburg,IN,47542,Dubois County,38.3198200,-86.8764210,OPERATIONAL,4.5,78,(812) 482-2434,http://www.duboiscountyin.org/
Camp Timber Lake,rv_park,"1740 E 675 N, Huntington, IN 46750, USA",Huntington,IN,46750,Huntington County,40.9297030,-85.4182111,OPERATIONAL,4.4,388,(260) 672-3251,http://www.discovertimberlake.com/
Dry Dock Campground & Storage,campground,"5762 S 700 W, Huntington, IN 46750, USA",Huntington,IN,46750,Huntington County,40.7447690,-85.5824660,OPERATIONAL,4.6,36,(260) 468-2026,http://drydockcampground.com/
J. E. Roush Fish and Wildlife Area,campground,"517 N Warren Rd, Huntington, IN 46750, USA",Huntington,IN,46750,,40.8370776,-85.4643336,OPERATIONAL,4.4,602,(260) 468-2165,http://www.in.gov/dnr/fishwild/6358.htm
Avon Lakes Estates,,"2135 Redland Rd, Indianapolis, IN 46234, USA",Indianapolis,IN,46234,Hendricks County,39.7947769,-86.3423440,OPERATIONAL,3.7,396,(317) 271-8250,https://www.yescommunities.com/community/Avon-Lakes-Estates
Briarwood & Briarcreek Mobile,rv_park,"9625 E 52nd St., Indianapolis, IN 46235, USA",Indianapolis,IN,46235,Marion County,39.8445283,-85.9993047,OPERATIONAL,4.0,78,(317) 899-2365,https://cohronhomes.com/community/briarwood/
Brookville Mobile Home Park,rv_park,"6200 S Brookville Rd, Indianapolis, IN 46219, USA",Indianapolis,IN,46219,Marion County,39.7579640,-86.0613222,OPERATIONAL,3.4,186,(317) 353-6291,https://www.mhvillage.com/parks/11832
Bullfrog Mobile Home Park,rv_park,"1326 S Lynhurst Dr, Indianapolis, IN 46241, USA",Indianapolis,IN,46241,Marion County,39.7477414,-86.2521923,OPERATIONAL,2.5,213,(317) 294-2128,
Camp Belzer,campground,"6102 Boy Scout Rd, Indianapolis, IN 46226, USA",Indianapolis,IN,46226,Marion County,39.8652610,-86.0390090,OPERATIONAL,4.7,330,(317) 546-6031,http://www.campbelzer.org/
Clermont Mobile Home Park,rv_park,"10900-10998 Horse Shoe Dr, Indianapolis, IN 46234, USA",Indianapolis,IN,46234,Hendricks County,39.8151360,-86.3278585,OPERATIONAL,3.2,28,(317) 503-3385,https://clermontmhp.com/
Deerfield Acres,rv_park,"4004 Highland Cir, Indianapolis, IN 46221, USA",Indianapolis,IN,46221,Marion County,39.7050980,-86.2341030,OPERATIONAL,3.2,141,(317) 505-1375,
Garden city trailer park,rv_park,"4911 Rockville Rd Lot 2, Indianapolis, IN 46224, USA",Indianapolis,IN,46224,Marion County,39.7635182,-86.2440109,OPERATIONAL,2.9,13,(317) 435-0678,
Gonzalez Mobile Home Park,rv_park,"5353 W Vermont St #12, Indianapolis, IN 46224, USA",Indianapolis,IN,46224,Marion County,39.7717708,-86.2529929,OPERATIONAL,3.8,41,,
Greenbriar Mobile Park,rv_park,"9901 Pendleton Pike, Indianapolis, IN 46236, USA",Indianapolis,IN,46236,Marion County,39.8497213,-85.9934804,OPERATIONAL,4.0,93,(317) 898-8395,http://www.cohronhomes.com/greenbriar-communities.html
Harrison Grove Estates,rv_park,"4923 Rockville Rd, Indianapolis, IN 46224, USA",Indianapolis,IN,46224,Marion County,39.7633280,-86.2445860,OPERATIONAL,2.8,147,(317) 308-4010,
Indy Lakes,campground,"4001 W Southport Rd, Indianapolis, IN 46217, USA",Indianapolis,IN,46217,Marion County,39.6627815,-86.2281622,OPERATIONAL,3.9,405,(317) 888-6006,http://www.indylakes.com/
Lake Haven Retreat,rv_park,"1739 W Edgewood Ave, Indianapolis, IN 46217, USA",Indianapolis,IN,46217,Marion County,39.6779704,-86.1925683,OPERATIONAL,4.3,466,(317) 783-5267,http://www.lakehavenretreat.com/
Lake Of The Pines Mobile Home Park,rv_park,"1931 Lake of the Pines Dr, Indianapolis, IN 46234, USA",Indianapolis,IN,46234,Marion County,39.7915964,-86.3141231,OPERATIONAL,3.9,84,(317) 271-7463,https://www.lakeofthepinesindy.com/
Lantern Estates,rv_park,"2909 S Lynhurst Dr, Indianapolis, IN 46241, USA",Indianapolis,IN,46241,Marion County,39.7217306,-86.2498420,OPERATIONAL,3.4,155,(317) 247-6692,http://lantern-estates.com/
Longacre Mobile Home Park,rv_park,"4701 Madison Ave, Indianapolis, IN 46227, USA",Indianapolis,IN,46227,Marion County,39.6972401,-86.1316751,OPERATIONAL,3.2,326,(317) 788-4466,http://www.longacremhc.com/
Madison Mobile Home Community,rv_park,"4403 Madison Ave, Indianapolis, IN 46227, USA",Indianapolis,IN,46227,Marion County,39.6992029,-86.1373767,OPERATIONAL,3.0,85,(317) 983-4403,
Maplewood Manufactured Home Community,rv_park,"12451 Pendleton Pike, Indianapolis, IN 46236, USA",Indianapolis,IN,46236,Marion County,39.8826586,-85.9455149,OPERATIONAL,3.2,143,(317) 823-6858,https://www.bayshorehomesales.com/communities/maplewoodin?utm_campaign=WebsiteURL&utm_medium=organic&utm_source=GMB
Marion County Fairgrounds,campground,"7300 E Troy Ave, Indianapolis, IN 46239, USA",Indianapolis,IN,46239,Marion County,39.7288298,-86.0374841,OPERATIONAL,4.1,1425,(317) 353-2444,http://www.marioncountyfair.org/
Mariwood,,"9231 Mariwood Pkwy, Indianapolis, IN 46234, USA",Indianapolis,IN,46234,Marion County,39.7742916,-86.3264456,OPERATIONAL,3.6,276,(317) 271-5835,https://www.yescommunities.com/community/Mariwood
Parkwood MH,rv_park,"9300 Pendleton Pike, Indianapolis, IN 46236, USA",Indianapolis,IN,46236,Marion County,39.8479908,-86.0052235,OPERATIONAL,4.0,228,(317) 897-9365,https://cohronhomes.com/community/parkwood/
Pondarosa Community,rv_park,"3559 Cossell Rd, Indianapolis, IN 46222, USA",Indianapolis,IN,46222,Marion County,39.7677945,-86.2182264,OPERATIONAL,3.1,141,,
Quail Creek Mobile Home Park,rv_park,"10136 Hickory Leaf Rd, Indianapolis, IN 46235, USA",Indianapolis,IN,46235,Marion County,39.8509712,-85.9869842,OPERATIONAL,3.9,218,(317) 823-4285,https://cohronhomes.com/community/quail-creek/
Raceview Family Campground,campground,"3380 N County Road 1000 East, Indianapolis, IN 46234, USA",Indianapolis,IN,46234,Hendricks County,39.8114139,-86.3460572,OPERATIONAL,4.5,293,(317) 852-5737,http://www.raceviewfamilycampground.com/
Silverstone,rv_park,"7441 Chinook Cir, Indianapolis, IN 46219, USA",Indianapolis,IN,46219,Marion County,39.7679256,-86.0363958,OPERATIONAL,3.6,215,(317) 356-1666,https://www.silverstonemhc.com/
Skyway Manufactured Home Community,rv_park,"2952 Skyline Dr, Indianapolis, IN 46241, USA",Indianapolis,IN,46241,Marion County,39.7209808,-86.2426728,OPERATIONAL,3.3,250,(317) 243-8175,https://www.bayshorehomesales.com/communities/skywayIin?utm_campaign=WebsiteURL&utm_medium=organic&utm_source=GMB
Southtown Mobile Home Community,rv_park,"5217 Madison Ave, Indianapolis, IN 46227, USA",Indianapolis,IN,46227,Marion County,39.6901994,-86.1337340,OPERATIONAL,4.3,15,(317) 480-0138,http://openmgmt.com/southtown
Spring Valley Mobile Home Park,rv_park,"8820 Pendleton Pike, Indianapolis, IN 46226, USA",Indianapolis,IN,46226,Marion County,39.8438698,-86.0120731,OPERATIONAL,3.5,63,(317) 898-3232,
Valleybrook,,"4620 S High School Rd, Indianapolis, IN 46241, USA",Indianapolis,IN,46241,Marion County,39.6965133,-86.2696256,OPERATIONAL,3.3,467,(317) 856-4838,https://www.yescommunities.com/community/Valleybrook
West Glen Village Manufactured Home Community,rv_park,"1207 Rushmore Blvd E, Indianapolis, IN 46234, USA",Indianapolis,IN,46234,Marion County,39.7816660,-86.3215059,OPERATIONAL,3.2,477,(317) 271-4824,https://www.bayshorehomesales.com/communities/westglen?utm_campaign=WebsiteURL&utm_medium=organic&utm_source=GMB
Wilcox Mobile Home Park,rv_park,"1826 Georgetown Rd, Indianapolis, IN 46224, USA",Indianapolis,IN,46224,Marion County,39.7905845,-86.2416534,OPERATIONAL,3.6,45,(317) 248-1311,http://wilcoxmgt.com/
Windsong MHC,rv_park,"3050 S Lynhurst Dr, Indianapolis, IN 46241, USA",Indianapolis,IN,46241,Marion County,39.7191754,-86.2524273,OPERATIONAL,3.6,355,(317) 243-9442,https://www.windsongmhc.com/
Campground,campground,"Park Rd, Jasonville, IN 47438, USA",Jasonville,IN,47438,Greene County,39.1625980,-87.2321380,OPERATIONAL,4.4,10,(812) 665-2158,https://www.in.gov/dnr/parklake/2969.htm
Maple Grove MHC,rv_park,"3828 N Portersville Rd, Jasper, IN 47546, USA",Jasper,IN,47546,Dubois County,38.4351855,-86.9501558,OPERATIONAL,4.9,7,(812) 481-8705,https://nelsoncommunities.com/community/maple-grove/
Mobile Home Convenient Park,rv_park,"1534 Plank Rd unit 12, Jeffersonville, IN 47130, USA",Jeffersonville,IN,47130,Clark County,38.2947555,-85.7282123,OPERATIONAL,3.6,71,(812) 282-6320,
Sherwood Heights,rv_park,"2009 Hamburg Pike Apt. 126, Jeffersonville, IN 47130, USA",Jeffersonville,IN,47130,Clark County,38.2950355,-85.7485371,OPERATIONAL,3.0,161,(812) 701-0719,https://rootsmg.com/community/sherwood_heights_jeffersonville_in
Sunset Park A Manufacture Home Community,rv_park,"2323 Charlestown Pike, Jeffersonville, IN 47130, USA",Jeffersonville,IN,47130,Clark County,38.3249239,-85.7313462,OPERATIONAL,4.1,82,(812) 282-0523,http://sunsetmobilehomepark.net/
Virginia Village,rv_park,"1200 S 4th Ave, Jonesboro, IN 46938, USA",Jonesboro,IN,46938,Grant County,40.4738269,-85.6390610,OPERATIONAL,4.7,7,(765) 251-0751,
Maple Grove Colonial Sales,rv_park,"1713 Maple Grove Blvd # 60, Kendallville, IN 46755, USA",Kendallville,IN,46755,Noble County,41.4217891,-85.2592348,OPERATIONAL,3.1,85,(317) 762-0173,http://maple-sales.edan.io/
Jellystone Park™ Indianapolis East,rv_park,"5964 IN-109, Knightstown, IN 46148, USA",Knightstown,IN,46148,Henry County,39.8472529,-85.5552146,OPERATIONAL,4.3,448,(765) 737-6585,https://www.jellystoneindy.com/
Bass Lake Beach & Campground,campground,"5837 IN-10, Knox, IN 46534, USA",Knox,IN,46534,Starke County,41.2199697,-86.5787407,OPERATIONAL,4.5,114,(574) 772-9181,https://starkecountyparks.com/our-parks/bass-lake-beach-campground/
Hickory Hills Campground,campground,"5820 E Manor Dr, Knox, IN 46534, USA",Knox,IN,46534,Starke County,41.2448420,-86.5852130,OPERATIONAL,4.3,82,(574) 772-4817,
Lost Pines,rv_park,"4257 S 675 E, Knox, IN 46534, USA",Knox,IN,46534,Starke County,41.2410586,-86.5688224,OPERATIONAL,4.4,139,(574) 772-2351,http://www.lost-pines.com/
Holiday Estates Manufactured Home Community,rv_park,"2900 N Apperson Way, Kokomo, IN 46901, USA",Kokomo,IN,46901,Howard County,40.5161998,-86.1267084,OPERATIONAL,3.9,108,(765) 626-3097,https://www.boavidacommunities.com/communities/holiday-estates-manufactured-home-community/
Maple Lawn Village Manufactured Home Community,rv_park,"12948 US-31 Lot 51, Kokomo, IN 46901, USA",Kokomo,IN,46901,Miami County,40.5783823,-86.1294312,OPERATIONAL,3.1,137,(765) 457-5728,https://www.bayshorehomesales.com/communities/maplelawnvillagein?utm_campaign=WebsiteURL&utm_medium=organic&utm_source=GMB
Modern Estates Manufactured Home Community,rv_park,"2700 N Washington St #55, Kokomo, IN 46901, USA",Kokomo,IN,46901,Howard County,40.5139654,-86.1332261,OPERATIONAL,3.4,212,(765) 452-6583,https://www.bayshorehomesales.com/communities/modernestatesin?utm_campaign=WebsiteURL&utm_medium=organic&utm_source=GMB
Nick home Kokomo Estates Mobile Home Park,rv_park,"4508 County Rd E 200 S, Kokomo, IN 46902, USA",Kokomo,IN,46902,Howard County,40.4498825,-86.0420608,OPERATIONAL,3.2,26,(765) 453-0825,
Oak Brook Estates lot 270,rv_park,"4508 County Rd E 200 S, Kokomo, IN 46902, USA",Kokomo,IN,46902,Howard County,40.4496505,-86.0413405,OPERATIONAL,4.1,137,(765) 450-3713,
Springhill Campground,campground,"623 County Rd South 750 W, Kokomo, IN 46901, USA",Kokomo,IN,46901,Howard County,40.4667426,-86.2722850,OPERATIONAL,4.1,274,(765) 883-7433,http://www.springhillcampground.com/
Deerfield Estates MHC,rv_park,"7701 US-35, La Porte, IN 46350, USA",La Porte,IN,46350,LaPorte County,41.4950934,-86.6839617,OPERATIONAL,3.5,98,(219) 393-3000,https://nelsoncommunities.com/communities/deerfield-estates/
La Porte Village,rv_park,"1083 IN-2, La Porte, IN 46350, USA",La Porte,IN,46350,LaPorte County,41.6349842,-86.6783027,OPERATIONAL,3.4,122,(219) 325-0240,https://laportevillage.com/
Lakeside Manor Manufactured Home Community,rv_park,"196 McClung Rd, La Porte, IN 46350, USA",La Porte,IN,46350,LaPorte County,41.6328600,-86.7381620,OPERATIONAL,4.3,45,(219) 362-3956,https://www.lakesidemanormhc.com/
New Durham Estates Land Lease Community and Manufactured Home Dealer,rv_park,"9852 W State Rd 2, La Porte, IN 46350, USA",La Porte,IN,46350,LaPorte County,41.5623550,-86.8944341,OPERATIONAL,4.1,44,(219) 785-2576,http://www.newdurhamestates.com/
AOK Campground,campground,"225 E 300 S, Lafayette, IN 47909, USA",Lafayette,IN,47909,Tippecanoe County,40.3728910,-86.9007394,OPERATIONAL,3.7,215,(765) 474-5030,http://www.aokcampgrounds.com/
Big Fish-N-Campground,campground,"5831 S 900 E, Lafayette, IN 47905, USA",Lafayette,IN,47905,Tippecanoe County,40.3325461,-86.7303013,OPERATIONAL,4.1,249,(765) 296-2346,http://bigfishcamp.com/
Cor-Dale Court,rv_park,"777 Cor-Dale Rd, Lafayette, IN 47904, USA",Lafayette,IN,47904,Tippecanoe County,40.4455874,-86.8814636,OPERATIONAL,3.1,36,,
Lori Lee Estates,rv_park,"53 Lori Lee Dr, Lafayette, IN 47905, USA",Lafayette,IN,47905,Tippecanoe County,40.4095752,-86.8561929,OPERATIONAL,4.6,21,(765) 449-4159,http://lori-leeestates.com/
Modernaire Mobile Home Park,rv_park,"4410 IN-25, Lafayette, IN 47905, USA",Lafayette,IN,47905,Tippecanoe County,40.4802271,-86.8301754,OPERATIONAL,3.1,15,,
Royal Oak Estates,rv_park,"1115 W 275 S, Lafayette, IN 47909, USA",Lafayette,IN,47909,Tippecanoe County,40.3776949,-86.9271032,OPERATIONAL,4.1,19,(765) 474-3556,
Wolfe's Leisure Time Campground,campground,"7414 Old State Rd 25 N, Lafayette, IN 47905, USA",Lafayette,IN,47905,Tippecanoe County,40.5252629,-86.7630147,OPERATIONAL,4.4,258,(765) 589-8089,http://www.wltc.org/
CoCoJo's RV Campground,campground,"4115 S 700 E, Lagro, IN 46941, USA",Lagro,IN,46941,Wabash County,40.7659151,-85.6574973,OPERATIONAL,4.3,355,(260) 571-3644,http://cocojosrvresort.com/
Salamonie River State Forest Family Campground,campground,"5124 County Rd 100 S, Lagro, IN 46941, USA",Lagro,IN,46941,Wabash County,40.8123809,-85.6961159,OPERATIONAL,4.7,21,(260) 782-0430,https://stateparks.com/salamonie_river_state_forest_in_indiana.html
Mansard Du Lac Manufactured Home Community,rv_park,"7300 E 10th Ave, Lake Station, IN 46405, USA",Lake Station,IN,46405,Lake County,41.5925541,-87.2519505,OPERATIONAL,3.6,155,(219) 247-3029,https://www.mansarddulacmhc.com/
"Pioneer Family Campground, Inc.",campground,"1273 E 900 N, Lake Village, IN 46349, USA",Lake Village,IN,46349,Newton County,41.1299611,-87.3669935,OPERATIONAL,4.2,90,(219) 345-4472,https://www.pioneerfamilycampground.net/
Sun Aura,campground,"3449 IN-10, Lake Village, IN 46349, USA",Lake Village,IN,46349,Newton County,41.1426752,-87.3258002,OPERATIONAL,4.6,354,(219) 345-2000,http://www.sunauraresort.net/
Ten Oaks Mobile Home Park,rv_park,"2103 IN-10, Lake Village, IN 46349, USA",Lake Village,IN,46349,Newton County,41.1427309,-87.3508064,OPERATIONAL,2.9,68,,
Maple Ridge Campground,rv_park,"65777 Maple Rd, Lakeville, IN 46536, USA",Lakeville,IN,46536,St. Joseph County,41.5399050,-86.2925012,OPERATIONAL,4.5,321,(574) 784-8532,http://www.mapleridgecampground.com/
"Lincoln State Park, Gobbler's Run Campground",campground,"Lamar, IN 47550, USA",Lamar,IN,47550,Spencer County,38.1091730,-86.9909636,OPERATIONAL,4.5,93,(812) 937-4710,http://www.in.gov/dnr/parklake/2979.htm
Forest Ridge Family Campground,rv_park,"5000 Elder Rd, Larwill, IN 46764, USA",Larwill,IN,46764,Whitley County,41.2368205,-85.6392900,OPERATIONAL,4.5,71,(260) 557-6215,https://www.forestridgecamping.com/content/welcome-forest-ridge-family-campground
Horseshoe Bend RV Campground,rv_park,"850 Court St, Leavenworth, IN 47137, USA",Leavenworth,IN,47137,Crawford County,38.1983411,-86.3495111,OPERATIONAL,4.2,104,(812) 267-3031,http://www.horseshoebendrv.com/
Irv’s Landing,rv_park,"460 Jackson St, Leavenworth, IN 47137, USA",Leavenworth,IN,47137,Crawford County,38.1957855,-86.3460356,OPERATIONAL,5.0,4,,
Love's RV Hookup,rv_park,"6582 IN-66, Leavenworth, IN 47137, USA",Leavenworth,IN,47137,Crawford County,38.2451774,-86.3581701,OPERATIONAL,3.8,29,(812) 739-2020,https://www.camplife.com/campground/Love%2527s+RV+Hookup-Leavenworth+IN+839?utm_source=google&utm_medium=organic&utm_campaign=maps
O'Bannon State Park Campground,campground,"5PW5+9R, Leavenworth, IN 47112, USA",Leavenworth,IN,47112,Harrison County,38.1959148,-86.2904510,OPERATIONAL,4.5,4,,https://www.reserveamerica.com/explore/obannon-woods-state-park/IN/570051/campsites
Hoosier Estates,,"830 Campbell St, Lebanon, IN 46052, USA",Lebanon,IN,46052,Boone County,40.0551498,-86.4854195,OPERATIONAL,3.8,132,(765) 482-7108,https://yescommunities.com/community/hoosier-estates
Brookville Lake Resort,rv_park,"2288 Old State Rd 101, Liberty, IN 47353, USA",Liberty,IN,47353,Union County,39.5280520,-84.9721170,OPERATIONAL,4.7,148,(765) 458-5353,https://www.brookvillelakeresortsassociation.com/home/
Heritage Hills Campground,campground,"Liberty Tree Dr, Liberty, IN 47353, USA",Liberty,IN,47353,Union County,39.5466603,-84.9453411,OPERATIONAL,4.5,16,(513) 987-8971,
Quakertown Campground,campground,"3506 W Quakertown Rd, Liberty, IN 47353, USA",Liberty,IN,47353,Union County,39.5899900,-84.9960333,OPERATIONAL,4.5,169,(765) 647-2657,http://www.in.gov/activecalendar_dnr/EventList.aspx?fromdate=5/28/2016&todate=5/28/2016&display=Day&type=public&eventidn=9137&view=EventDetails&information_id=19284
Whitewater Memorial State Park Campground,campground,"Unnamed Road, Liberty, IN 47353, USA",Liberty,IN,47353,Union County,39.6160706,-84.9610937,OPERATIONAL,4.6,102,(765) 458-7670,https://indianastateparks.reserveamerica.com/camping/whitewater-memorial-state-park/r/campgroundDetails.do?contractCode=IN&parkId=570033
Eagles Nest an FR Community,rv_park,"877 US-6 #39, Ligonier, IN 46767, USA",Ligonier,IN,46767,Noble County,41.4533316,-85.5730631,OPERATIONAL,3.7,113,(260) 215-4767,https://frcommunity.com/eagles-nest/?utm_source=google&utm_medium=Organic&utm_campaign=gmb
Cozy Corner Campsite,rv_park,"1296 SE 3rd St, Linton, IN 47441, USA",Linton,IN,47441,Greene County,39.0218550,-87.1644310,OPERATIONAL,5.0,9,(812) 322-8012,http://cozycornercampsite.org/
